eventid	country	region	provstate	city	crit1	crit2	crit3	doubtterr	alternative	multiple	success	suicide	attacktype1	targtype1	targsubtype1	corp1	target1	natlty1	gname	guncertain1	individual	nperps	nperpcap	claimed	claimmode	weaptype1	weapsubtype1	nwoundte	property	propextent	propvalue	ishostkid	nhostkid	nhostkidus	nhours	ndays	divert	ransom	hostkidoutcome	nreleased
201507090046	160	5	South Cotabato	Lamsuguing	1	1	1	0		0	1	0	3	4	34	Armed Forces of the Philippines (AFP)	Soldiers	160	New People's Army (NPA)	0	0	-99	0	0		6	8	0	1	4	-99	0								
201507090047	92	6	Nagaland	Unknown	1	1	1	0		0	1	0	6	14	68	Not Applicable	Civilian: Abdul Kalam	92	National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK)	0	0	-99	0	0		9	22	0	0			1	1	0	-99			0	5	1
201507090048	60	10	North Sinai	Arish	1	1	1	0		0	1	0	3	3	25	Egyptian National Police (ENP)	Officers	60	Sinai Province of the Islamic State	0	0	-99	0	1	7	6	12	0	1	3	-99	0								
201507090051	4	6	Logar	Puli Alam	1	1	1	0		0	1	0	2	4	27	Afghan National Security Force (ANSF)	Checkpost	4	Taliban	0	0	-99	0	1	10	5	5	0	1	3	-99	0								
201507090056	4	6	Nangarhar	Unknown	1	1	1	0		0	1	0	3	14	76	Not Applicable	Residential Area	4	Khorasan Chapter of the Islamic State	0	0	-99	0	0		6	11	0	1	3	-99	0								
201507090057	4	6	Ghazni	Warah	1	1	1	0		1	1	0	9	3	24	Afghan Local Police (ALP)	Checkpoint	4	Taliban	0	0	300	0	0		13		7	0			0								
201507090058	4	6	Ghazni	Bakhtiar	1	1	1	0		1	1	0	9	3	24	Afghan Local Police (ALP)	Checkpoint	4	Taliban	0	0	300	0	0		13		7	0			0								
201507090059	4	6	Ghazni	Qaleh-ye Azad	1	1	1	0		1	1	0	9	3	24	Afghan Local Police (ALP)	Checkpoint	4	Taliban	0	0	300	0	0		13		7	0			0								
201507090060	92	6	Jammu and Kashmir	Shopian	1	1	1	0		0	1	0	2	3	25	Indian Police Service (IPS)	Officer: Mohammad Ashraf Akhoon	92	Hizbul Mujahideen (HM)	0	0	2	0	1	10	5	5	0	0			0								
201507090063	229	11	North Kivu	Mbau	1	1	1	0		0	1	0	2	7	47	United Nations Organization Stabilization Mission in the Democratic Republic of the Congo (MONUSCO)	Convoy	422	Allied Democratic Forces (ADF)	0	0	-99	0	0		5	5	0	1	3	-99	0								
201507090065	153	6	Federally Administered Tribal Areas	Bara	1	1	1	0		0	1	0	3	8	49	Unknown	Government Boys' Primary School	153	Lashkar-e-Islam (Pakistan)	0	0	-99	0	1	10	6	16	0	1	3	-99	0								
201507090066	228	10	Abyan	Unknown	1	0	1	1	3	0	1	0	9	22	109	Huthis	Checkpoints	228	Supporters of Abd Rabbuh Mansur Hadi	0	0	-99	0	0		13		0	0			0								
201507090067	228	10	Abyan	Zinjibar	1	1	0	1	1	0	0	0	9	4	36	Military of Yemen	15th Infantry Brigade Checkpoints	228	Popular Resistance Committees (Yemen)	0	0	-99	0	0		13		0	0			0								
201507090068	228	10	Abyan	Unknown	1	1	0	1	1	0	1	0	9	4	27	Military of Yemen	15th Infantry Brigade Headquarters	228	Popular Resistance Committees (Yemen)	0	0	-99	0	0		13		0	-9			0								
201507100013	45	3	Norte de Santander	Ocana district	1	1	1	0		0	1	0	2	3	25	National Police of Colombia	"Officers: Juan Carlos Esteban Contreras, Luis Guillermo Ceballos"	45	Revolutionary Armed Forces of Colombia (FARC)	0	0	-99	0	0		5	3	0	0			0								
201507100014	45	3	Cauca	Argelia district	1	1	1	0		0	1	0	3	3	22	National Police Of Colombia	Police Station	45	Revolutionary Armed Forces of Colombia (FARC)	0	0	-99	0	0		6	11	0	0			0								
201507100018	205	5	Narathiwat	Si Sakhon district	1	1	1	0		0	1	0	1	3	25	Royal Thai Police	Officer: Captian Naitinai Abuwa	205	Separatists	0	0	-99	0	0		5	3	0	1	3	-99	0								
201507100019	205	5	Narathiwat	Sungai Kolok	1	1	1	0		1	1	0	3	1	2	Khrua Jenny Restaurant	Restaurant	205	Separatists	1	0	2	0	0		6	31	0	1	3	-99	0								
201507100020	205	5	Narathiwat	Sungai Kolok	1	1	1	0		1	1	0	3	1	2	Phat Nuea Katha	Restaurant	205	Separatists	1	0	2	0	0		6	31	0	1	3	-99	0								
201507100021	205	5	Narathiwat	Sungai Kolok	1	1	1	0		1	1	0	3	1	2	Butsaba Karaoke Pub	Karaoke Pub	205	Separatists	1	0	-99	0	0		6	16	0	1	3	-99	0								
201507100022	205	5	Songkhla	Padang Besar	1	1	1	0		0	1	0	3	3	22	Royal Thai Police	Guard Box	205	Separatists	1	0	1	0	0		6	15	0	-9			0								
201507100023	205	5	Yala	Khoyae	1	1	1	0		0	1	0	3	21	107	Electricity Generating Authority of Thailand (EGAT)	Power Masts	205	Separatists	1	0	-99	0	0		6	17	0	1	4	-99	0								
201507100024	205	5	Yala	Ban Rae	1	1	1	0		0	1	0	3	21	107	Electricity Generating Authority of Thailand (EGAT)	Power Masts	205	Separatists	1	0	-99	0	0		6	16	0	1	4	-99	0								
201507100027	205	5	Narathiwat	Sungai Kolok	1	1	1	0		1	1	0	3	1	7	Unknown	Construction Materials Shop	205	Separatists	1	0	-99	0	0		6	16	0	1	3	-99	0								
201507100031	153	6	Balochistan	Jafarabad district	1	1	1	0		0	1	0	3	21	106	Sui Southern Gas Company (SSGC)	Gas Pipeline	153	Baloch Republican Army (BRA)	0	0	-99	0	1	2	6	16	0	1	4	-99	0								
201507100044	95	10	Al Anbar	Khalidiyah	1	1	1	0		0	1	1	3	3	25	Iraqi Police Service (IPS)	Officers	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	15		0			0								
201507100046	228	10	Taizz	Unknown	1	1	1	0		0	1	0	6	2	15	Government of Taizz	Local Council Chair: Abdallah al-Dhayfani	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		13		0	0			1	1	0		5		0	2	1
201507100047	182	11	Banaadir	Mogadishu	1	1	1	0		1	1	1	3	1	8	Wehliye Hotel	Hotel	182	Al-Shabaab	0	0	-99	0	1	8	6	15	0	1	3	-99	0								
201507100048	182	11	Banaadir	Mogadishu	1	1	1	0		1	1	1	3	1	8	Siyad Hotel	Hotel	182	Al-Shabaab	0	0	-99	0	1	8	6	15	0	1	3	-99	0								
201507100049	182	11	Banaadir	Mogadishu	1	1	0	1	1	0	1	0	3	4	27	African Union Mission in Somalia (AMISOM)	Base	422	Al-Shabaab	0	0	-99	0	1	8	6	7	0	-9			0								
201507100050	95	10	Al Anbar	Habbaniyah	1	1	0	1	1	0	1	0	3	4	34	Iraqi Armed Forces	Soldiers	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	11	0	0			0								
201507100053	147	11	Borno	Gamboru	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	147	Boko Haram	0	0	-99	0	0		5	5	0	0			1	2	0	-99			0	2	2
201507100054	92	6	Chhattisgarh	Dornapal	1	1	1	0		0	1	0	6	3	25	Chhattisgarh Armed Force (CAF)	Assistant Constable: Madvi Soma	92	Maoists	0	0	-99	0	0		9	22	0	0			1	2	0		-99		0	6	1
201507100055	92	6	Jharkhand	Chainpur	1	1	1	0		1	1	0	3	2	21	Government of India	Under-Construction Building	92	Maoists	0	0	50	1	1	5	6	8	0	1	3	-99	0								
201507100056	92	6	Jharkhand	Chainpur	1	1	1	0		1	1	0	3	2	21	Government of India	Under-Construction Building	92	Maoists	0	0	50	1	1	5	6	8	0	1	3	-99	0								
201507100057	92	6	Jharkhand	Chainpur	1	1	1	0		1	1	0	3	2	21	Government of India	Under-Construction Building	92	Maoists	0	0	50	1	1	5	6	8	0	1	3	-99	0								
201507100060	147	11	Yobe	Ngamdu	1	1	1	0		1	1	0	2	14	75	Ngamdu Village	Village	147	Boko Haram	0	0	-99	0	0		5	5	0	0			0								
201507100061	160	5	Maguindanao	Sambulawan	1	1	1	0		0	1	0	1	2	15	Government of Masigay	Village Chair: Sajid Ambiton	160	Bangsamoro Islamic Freedom Movement (BIFM)	0	0	2	0	0		6	7	0	1	3	-99	0								
201507100062	147	11	Borno	Kilwa	1	1	1	0		1	1	0	2	14	75	Kilwa Village	Village	147	Boko Haram	0	0	-99	0	0		5	5	0	0			0								
201507100063	147	11	Borno	Kukawa	1	1	1	0		0	1	0	2	4	34	Nigerian Army (NA)	Soldiers	147	Boko Haram	0	0	24	0	0		5	5	0	0			0								
201507100064	45	3	Caqueta	La Montanita district	1	1	0	1	1	0	1	0	3	4	34	National Army of Colombia	Soldiers	45	Revolutionary Armed Forces of Colombia (FARC)	0	0	-99	0	0		6	16	0	0			0								
201507100066	200	10	Homs	At Tifur	1	1	0	1	1	1	1	0	3	4	27	Syrian Army	Tifur Military Airport	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15	0	1	3	-99	0								
201507100067	200	10	Homs	Jihar	1	1	1	0		1	1	0	3	1	1	Unknown	Hajar Gas Factory	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15	0	1	3	-99	0								
201507100081	4	6	Faryab	Astana Baba	1	1	1	0		0	1	0	3	20		Unknown	Unknown		Taliban	0	0	-99	0	0		6	8	0	0			0								
201507100082	4	6	Uruzgan	Tarin Kot	1	1	1	0		0	1	0	3	3	23	Afghan Police	Van	4	Taliban	0	0	-99	0	0		6	16	0	1	3	-99	0								
201507100083	4	6	Nangarhar	Achin district	1	1	1	0		0	1	0	1	14	68	Not Applicable	"Tribal Elders: Rozha Gul, Shamal Khan, Mazar Haji"	4	Khorasan Chapter of the Islamic State	0	0	-99	0	0		5	5	0	0			0								
201507100089	4	6	Kunar	Gulsaik	1	1	0	1	1	0	0	0	9	4	27	Afghan National Army (ANA)	Post	4	Taliban	0	0	3	0	0		13		1	0			0								
201507100094	229	11	North Kivu	Mbau	1	1	1	0		0	1	0	2	4	34	Armed Forces of the Democratic Republic of the Congo (FARDC)	Soldiers	229	Allied Democratic Forces (ADF)	0	0	-99	0	0		5	5	0	0			0								
201507100095	229	11	North Kivu	Biriba	1	1	1	0		1	1	0	6	14	75	Biriba Village	Village	229	Alliance of Patriots for a Free and Sovereign Congo (APCLS)	0	0	-99	0	0		13		0	1	3	-99	1	-99	0		-99		0	7	-99
201507100096	229	11	North Kivu	Bukondo	1	1	1	0		1	1	0	6	14	75	Bukondo Village	Village	229	Alliance of Patriots for a Free and Sovereign Congo (APCLS)	0	0	-99	0	0		13		0	1	3	-99	1	-99	0		-99		0	7	-99
201507100097	229	11	North Kivu	Buhimba	1	1	1	0		1	1	0	6	14	75	Buhimba Village	Village	229	Alliance of Patriots for a Free and Sovereign Congo (APCLS)	0	0	-99	0	0		13		0	1	3	-99	1	-99	0		-99		0	7	-99
201507110003	205	5	Narathiwat	Sungai Kolok district	1	1	1	0		1	1	0	3	1	1	Caltex	Gas Station	205	Separatists	1	0	-99	0	0		6	16	0	1	3	-99	0								
201507110004	205	5	Narathiwat	Sungai Kolok	1	1	1	0		1	1	0	3	1	7	Somchai	Auto Parts Store	205	Separatists	1	0	-99	0	0		6	16	0	1	3	-99	0								
201507110008	160	5	Misamis Oriental	Alagatan	1	1	1	0		0	1	0	6	4	34	Philippine Army (PA)	"58th Infantry Battalion Soldiers: Private First Class Ronlie Escaro, Corporal Nadir Bairulla, Private First Class Adonis Jess Lupiba"	160	New People's Army (NPA)	0	0	30	0	1	8	5	5	0	0			1	2	0		-99		0	6	1
201507110009	228	10	Taizz	Ad Dabab district	1	1	1	0		0	1	0	3	14	75	Unknown	Neighborhoods	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		6	11	0	1	3	-99	0								
201507110010	228	10	Adan	Unknown	1	1	1	0		0	1	0	3	14	75	Unknown	Neighborhoods	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		6	11	0	-9			0								
201507110017	60	10	Cairo	Cairo	1	1	1	0		0	1	0	3	7	46	Italian Ministry of Foreign Affairs	Consulate	98	Islamic State in Egypt	0	0	-99	0	1	7	6	15	0	1	3	-99	0								
201507110019	95	10	Al Anbar	Albu Hazim	1	1	0	1	1	0	0	1	3	4	36	Iraqi Armed Forces	Checkpoint	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	13	0	0			0								
201507110021	42	11	N'Djamena	N'Djamena	1	1	1	0		0	1	1	3	14	74	Unknown	Market	42	Boko Haram	0	0	1	0	1	7	6	13	0	-9			0								
201507110026	95	10	Kirkuk	Kirkuk	1	1	0	1	1	1	1	0	9	4	27	Peshmerga	Base	95	Islamic State of Iraq and the Levant (ISIL)	0	0	30	0	0		13			0			0								
201507110027	95	10	Kirkuk	Kirkuk	1	1	0	1	1	1	1	0	9	4	27	Peshmerga	Base	95	Islamic State of Iraq and the Levant (ISIL)	0	0	30	0	0		13			0			0								
201507110028	95	10	Kirkuk	Kirkuk	1	1	0	1	1	1	1	0	9	4	27	Peshmerga	Base	95	Islamic State of Iraq and the Levant (ISIL)	0	0	30	0	0		13			0			0								
201507110029	4	6	Kandahar	Kandahar	1	1	1	0		0	1	0	3	8	49	Unknown	Islamic School	4	Taliban	0	0	-99	0	0		6	16	0	1	3	-99	0								
201507110030	147	11	Borno	Maiduguri	1	1	1	0		0	1	1	3	19	101	Borno Express	Bus Station	147	Boko Haram	0	0	1	0	1	7	6	15	0	-9			0								
201507110031	147	11	Yobe	Ngamdu	1	1	1	0		1	1	0	7	14	73	Not Applicable	Vehicles	147	Boko Haram	0	0	-99	0	0		8	18	0	1	3	-99	0								
201507110032	160	5	Catanduanes	San Andres district	1	1	1	0		0	1	0	5	1	12	JD Legaspi Construction	Construction Equipment	160	New People's Army (NPA)	0	0	6	0	1	8	6	16	0	1	3	-99	1	15	0	-99			0	2	15
201507110033	147	11	Borno	Gwollam	1	1	1	0		1	1	0	2	14	75	Gwollam Village	Village	147	Boko Haram	0	0	-99	0	0		5	5	0	0			0								
201507110034	147	11	Borno	Misala	1	1	1	0		1	1	0	2	14	75	Misala Village	Village	147	Boko Haram	0	0	-99	0	0		5	5	0	0			0								
201507110035	147	11	Borno	Magaram	1	1	1	0		1	1	0	2	14	75	Magaram Village	Village	147	Boko Haram	0	0	-99	0	0		5	5	0	0			0								
201507110037	182	11	Bay	Baydhabo	1	1	1	0		0	1	0	3	2	15	Government of Baydhabo	House of Former Deputy District Commissioner: Muhammad Is'haq Aflow	182	Al-Shabaab	0	0	3	1	0		6	7	1	-9			0								
201507110054	4	6	Zabul	Daychopan district	1	1	0	1	1	0	1	1	3	4	27	Afghan National Army (ANA)	Checkpost	4	Taliban	0	0	25	0	1	4	6	13	0	0			0								
201507110056	4	6	Faryab	Ghormach district	1	1	1	0		0	1	0	1	15	85	Unknown	Islamic Scholar: Maulvi Mohammad Hassan	4	Taliban	0	0	-99	0	1	8	13		0	0			0								
201507110057	4	6	Badghis	Qadis district	1	1	1	0		0	1	0	3	20		Unknown	Unknown		Taliban	0	0	3	0	0		6	8	0	0			0								
201507110058	4	6	Takhar	Darqad district	1	1	1	0		0	1	0	2	2	21	Government of Darqad	District Headquarters	4	Taliban	0	0	13	0	0		5	5	7	0			0								
201507110060	214	9	Zakarpattia	Mukacheve	1	1	1	0		0	1	0	6	2	15	Government of Mukacheve	Lawmaker: Mykhailo Lanyo	214	Right Sector	0	0	20	0	1	4	6	11	5	1	3	-99	1	1	0	-99			0	2	1
201507120001	45	3	Cauca	Timbiqui district	1	1	1	0		0	1	0	3	14	76	Not Applicable	Houses	45	Revolutionary Armed Forces of Colombia (FARC)	0	0	-99	0	0		6	15	0	1	3	-99	0								
201507120002	45	3	Cauca	El Mango	1	1	1	0		0	1	0	9	3	22	National Police Of Colombia	Police Station	45	Revolutionary Armed Forces of Colombia (FARC)	0	0	-99	0	0		13		0	0			0								
201507120005	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	General National Congress (GNC)	House of Member: Mohamed Abduljaleel Al-Shawesh	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120006	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120007	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120008	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120009	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120010	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120011	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120012	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120013	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120014	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120015	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120016	113	10	Sirte	Sirte	1	1	1	0		1	1	0	3	14	84	Unknown	House of Member	113	Tripoli Province of the Islamic State	0	0	-99	0	1	7	6	16	0	1	3	-99	0								
201507120019	95	10	Baghdad	Baghdad	1	1	1	0		0	1	0	3	1	7	Unknown	Car Showrooms	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	16	0	-9			0								
201507120021	209	10	Ardahan	Gole	1	1	1	0		0	1	0	2	4	39	Turkish Gendarmerie	Soldiers	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		5	5	0	1	3	-99	0								
201507120022	209	10	Siirt	Pervari	1	1	1	0		0	1	0	7	14	73	Not Applicable	Trucks	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		8	18	0	1	3	-99	0								
201507120025	95	10	Baghdad	Baghdad	1	1	1	0		0	1	1	3	14	74	Adan Square	Square	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	7	6	15	0	1	3	-99	0								
201507120026	95	10	Baghdad	Baghdad	1	1	1	0		0	1	0	3	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15	0	0			0								
201507120029	95	10	Nineveh	Gavara	1	1	1	0		0	1	0	3	14	75	Gavara Area	Area	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	11	40	0			0								
201507120031	95	10	Baghdad	Baghdad	1	1	1	0		0	1	0	3	1	2	Unknown	Restaurant	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15	0	-9			0								
201507120035	153	6	Federally Administered Tribal Areas	Raghzai	1	1	1	0		0	1	0	3	4	34	Pakistan Armed Forces	Soldiers	153	Tehrik-i-Taliban Pakistan (TTP)	0	0	-99	0	1	10	6	16	0	0			0								
201507120037	200	10	Aleppo	Aleppo	1	1	0	1	5	0	1	0	3	4	27	Syrian Armed Forces (SAF)	Base	200	Muslim extremists	0	0	-99	0	0		6	16	0	1	4	-99	0								
201507120038	147	11	Plateau	Jos	1	1	1	0		0	1	0	3	15	86	Evangelical Church Winning All	Church	147	Boko Haram	0	0	-99	0	0		6	17	0	0			0								
201507120039	146	11	Diffa	Diffa	1	1	1	0		0	1	1	3	3	26	Administration Penitentiaire et des Graces	Prison	146	Boko Haram	0	0	3	0	0		6	13	0	0			0								
201507120046	160	5	Quezon	Villa Ibaba	1	1	1	0		0	1	0	2	4	34	Philippine Army (PA)	85th Infantry Battalion Soldiers	160	New People's Army (NPA)	0	0	10	0	1	8	5	2	0	0			0								
201507120047	182	11	Banaadir	Mogadishu	1	1	1	0		0	1	0	1	2	18	Government of Khada	Director: Bile Bajun	182	Al-Shabaab	0	0	-99	0	0		5	5	0	1	3	-99	0								
201507120074	214	9	Donetsk	Avdiivka	1	1	1	0		0	1	0	3	1	5	Avdiivka Coke and Chemical Plant (AKHZ)	Chemical Plant	214	Donetsk People's Republic	0	0	15	0	0		6	11	0	-9			0								
201507120090	195	11	North Darfur	Korru	1	1	1	0		0	1	0	2	14	77	Not Applicable	Herder: Saleh Mohamed Abdallah	195	Janjaweed	0	0	-99	0	0		5	5	0	1	3	-99	0								
201507120091	195	11	North Darfur	Tawilah district	1	1	1	0		0	1	0	7	14	75	Kafalo Village	Village	195	Janjaweed	0	0	-99	0	0		8	18	0	1	3	-99	0								
201507120093	138	5	Unknown	Unknown	1	1	0	1	1	0	1	0	6	4	34	Myanmar Army	"Soldiers:  Deputy Sergeant Naing Tun, Private Khin Zaw Latt"	138	Separatists	0	0	-99	0	0		13		0	0			1	2	0		2		0	5	2
201507120099	158	3	San Pedro	Estancia La Yeya	1	1	1	0		0	1	0	2	3	23	Paraguayan Police Force	Vehicle	158	Paraguayan People's Army (EPP)	0	0	-99	0	0		8	18	0	1	3	-99	0								
201507130004	113	10	Wahat	Ajdabiya	1	1	0	1	1	0	0	0	1	4	34	Libyan Army	Colonel: Gamal Zwai	113	Barqa Province of the Islamic State	0	0	1	1	1	8	5	5	0	0			0								
201507130005	138	5	Shan	Unknown	1	1	1	0		0	1	0	3	4	34	Armed Forces of Myanmar	Soldiers	138	Kachin Independence Army (KIA)	0	0	-99	0	0		6	11	0	0			0								
201507130008	95	10	Baghdad	Baghdad	1	1	1	0		0	1	1	3	14	74	Unknown	Market	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	7	6	15	0	0			0								
201507130013	37	11	Extreme-North	Fotokol	1	1	1	0		1	1	1	3	4	34	Rapid Intervention Battalion (BIR)	Soldiers	37	Boko Haram	0	0	1	0	0		6	13	0	-9			0								
201507130014	37	11	Extreme-North	Fotokol	1	1	1	0		1	1	1	3	4	34	Rapid Intervention Battalion (BIR)	Soldiers	37	Boko Haram	0	0	1	0	0		6	13	0	1	3	-99	0								
201507130015	104	11	Lamu	Lamu	1	1	1	0		0	1	0	3	3	23	Kenya Police Service (KPS)	Vehicle	104	Al-Shabaab	0	0	-99	0	1	8	6	8	0	1	3	-99	0								
201507130016	92	6	Chhattisgarh	Kutru	1	1	1	0		0	1	0	6	3	25	Chhattisgarh Armed Force (CAF)	"Officers: Mangal Sodhi, Raju Tela, Jaydev Yadav"	92	Communist Party of India - Maoist (CPI-Maoist)	0	0	-99	0	1	5	9	22	0	0			1	6	0		2		0	6	2
201507130017	92	6	Chhattisgarh	Timilwada	1	1	1	0		0	1	0	3	3	25	Central Reserve Police Force (CRPF)	Officers	92	Maoists	0	0	-99	0	0		6	16	0	0			0								
201507130018	182	11	Middle Shebelle	Raga Ceel	1	1	1	0		0	1	0	2	4	27	African Union Mission in Somalia (AMISOM)	Base	422	Al-Shabaab	0	0	-99	0	1	8	6	11	0	1	4	-99	0								
201507130020	147	11	Borno	Njimtilo	1	1	1	0		0	1	1	3	19	99	Unknown	Bus	147	Boko Haram	0	0	1	0	0		6	13	0	-9			0								
201507130021	147	11	Borno	Mainok	1	1	1	0		0	1	0	2	14	75	Mainok Village	Village	147	Boko Haram	0	0	100	0	0		5	5	0	1	3	-99	0								
201507130023	182	11	Lower Juba	Kismayo	1	1	0	1	1	0	1	0	3	4	27	Somali Armed Forces (SAF)	Kismayo Airport	182	Al-Shabaab	0	0	-99	0	0		6	11	0	-9			0								
201507130029	4	6	Baghlan	Puli Khumri	1	1	1	0		0	0	0	1	2	15	Government of Baghlan	Provinicial Councilors	4	Taliban	0	0	-99	0	0		6	16	0	1	3	-99	0								
201507130037	4	6	Samangan	Dara-i-Sufi Payin district	1	1	1	0		0	1	0	2	15	85	Unknown	Islamic Scholar: Maulvi Mohammad Israil	4	Taliban	0	0	-99	0	0		5	5	0	0			0								
201507130043	95	10	Nineveh	Qayyarah	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	0			1	51	0		-99		0	7	-99
201507130049	228	10	Adan	Aden	1	1	1	0		0	1	0	3	1	1	Unknown	Oil Refinery	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		6	11	0	1	4	-99	0								
201507130063	214	9	Luhansk	Shchastya	1	1	1	0		0	1	0	3	21	107	Unknown	Thermal Power Plant	214	Luhansk People's Republic	0	0	-99	0	0		6	11	0	1	4	-99	0								
201507130064	113	10	Benghazi	Benghazi	1	1	0	1	1	0	1	0	9	4	34	Armed Forces of Libya	Soldiers	113	Muslim extremists	0	0	-99	0	0		13		0	0			0								
201507130069	160	5	Metropolitan Manila	Marikina	1	1	1	0		0	1	0	1	3	25	Philippine National Police (PNP)	Former Head of Traffic Management and Enforcement Division: Chief Inspector Renato Sto. Domingo	160	New People's Army (NPA)	0	0	3	0	0		5	3	0	0			0								
201507130070	4	6	Faryab	Unknown	1	1	1	0		0	1	0	6	15	85	Unknown	Prayer Leader: Mullah Abdul Sattar	4	Taliban	0	0	-99	0	1	8	13		0	0			1	1	0		2		0	4	0
201507130077	4	6	Ghor	Pasaband district	1	1	1	0		0	0	0	2	3	24	Afghan Police	Checkpoint	4	Taliban	0	0	4	0	0		5	5	0	0			0								
201507130079	195	11	South Darfur	Khor Nasir	1	1	1	0		0	1	0	2	14	68	Not Applicable	Civilian: Mahjoub Abdelgader	195	Janjaweed	0	0	4	0	0		9	23	0	1	3	-99	0								
201507130080	59	3	Guayas	Guayaquil	1	1	1	0		0	1	0	3	14	84	PAIS Alliance	Headquarters	59	National Liberation Front (Ecuador)	0	0	-99	0	1	5	6	16	0	1	3	-99	0								
201507140013	95	10	Babil	Mahmudiyah	1	1	1	0		0	1	0	3	14	74	Unknown	Market	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	16	0	-9			0								
201507140017	42	11	Lac	Tetewa	1	1	1	0		0	1	0	9	14	70	Unknown	Koranic Students	42	Boko Haram	1	0	15	0	0		13		0	0			0								
201507140018	95	10	Diyala	Khalis	1	1	1	0		0	1	0	3	14	77	Unknown	Doctor	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15	0	-9			0								
201507140019	92	6	Assam	Bijuliban	1	1	1	0		0	1	0	2	14	68	Not Applicable	House of Businessperson: Nandlal Shah	92	United Liberation Front of Assam (ULFA)	0	0	4	0	0		5	5	0	0			0								
201507140032	228	10	Marib	Al-Makhdarah	1	1	1	0		0	0	0	9	20		Unknown	Unknown	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		13		0	0			0								
201507140033	228	10	Amanat Al Asimah	Sanaa	1	1	1	0		0	1	0	3	3	23	Yemeni Police	Patrol	228	Sanaa Province of the Islamic State	0	0	-99	0	1	8	6	16	0	0			0								
