eventid	country	region	provstate	city	crit1	crit2	crit3	doubtterr	alternative	multiple	success	suicide	attacktype1	targtype1	targsubtype1	corp1	target1	natlty1	gname	guncertain1	individual	nperps	nperpcap	claimed	claimmode	weaptype1	weapsubtype1	nwoundte	property	propextent	propvalue	ishostkid	nhostkid	nhostkidus	nhours	ndays	divert	ransom	hostkidoutcome	nreleased
201604030002	95	10	Babil	Yusufiyah	1	1	1	0		0	1	0	3	3	23	Iraqi Police Service (IPS)	Patrol	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	16	0	0			0								
201604030003	95	10	Saladin	Hamamiyat	1	1	1	0		0	1	0	3	14	74	Unknown	Market	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	8	6	16	0	-9			0								
201604030004	160	5	Bukidnon	Capitan Bayong	1	1	1	0		0	1	0	6	3	25	Philippine National Police (PNP)	Officer: Warren Hansol Conales	160	New People's Army (NPA)	0	0	-99	0	1	4	5	5	0	0			1	1	0		30		0	2	1
201604030005	160	5	Lanao del Sur	Wao	1	1	1	0		0	1	0	6	3	25	Philippine National Police (PNP)	"Officers: Edwin Panis Castor, Orlando Maglipac"	160	New People's Army (NPA)	0	0	-99	0	1	4	5	5	0	0			1	2	0		30		0	2	2
201604030006	160	5	Misamis Oriental	Talisayan	1	1	1	0		0	1	0	6	3	25	Philippine National Police (PNP)	"Officers: Rene Rombo, Gilbert Aguiman"	160	New People's Army (NPA)	0	0	-99	0	1	4	5	5	0	0			1	2	0		29		0	2	2
201604030007	160	5	Agusan del Norte	Lower Olave	1	1	0	1	1	0	1	0	6	4	34	Philippine Army (PA)	"Soldiers: Diven Tawide, Glenn Austia"	160	New People's Army (NPA)	0	0	-99	0	1	4	5	5	0	0			1	2	0		30		0	2	2
201604030009	160	5	Bukidnon	Santiago	1	1	1	0		0	0	0	9	14	67	Not Applicable	Civilians	160	New People's Army (NPA)	0	0	-99	0	1	4	13		0	0			0								
201604030010	160	5	Bukidnon	Talakag	1	1	1	0		0	0	0	9	14	67	Not Applicable	Civilians	160	New People's Army (NPA)	0	0	-99	0	1	4	13		0	0			0								
201604030011	160	5	Agusan del Norte	Rojales	1	1	1	0		0	0	0	2	14	67	Not Applicable	Civilians	160	New People's Army (NPA)	0	0	-99	0	1	5	5	5	0	0			0								
201604030015	92	6	Jammu and Kashmir	Pulwama	1	1	1	0		0	1	0	2	3	25	Indian Police Service (IPS)	Officers	92	Separatists	0	0	-99	0	0		5	5	0	0			0								
201604030025	147	11	Ondo	Ilado	1	1	1	0		0	1	0	6	2	18	Government of Nigeria	Bodyguard of Former Secretary to the Government Chief Olu Falae	147	Fulani extremists	0	0	10	0	0		13		0	0			1	1	0		4		0	4	0
201604030028	200	10	Raqqah	Raqqah	1	1	1	0		0	1	0	6	14	113	Not Applicable	Suspected Spy	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	0			1	1	0	-99			0	4	0
201604030030	200	10	Raqqah	Mansurah	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	10	13		0	0			1	8	0	-99			0	4	0
201604030034	113	10	Tripoli	Tripoli	1	1	1	0		0	1	0	7	10	55	Al-Nabaa TV	Offices	113	Tripoli Revolutionaries Battalion	0	0	-99	0	0		5	5	0	1	3	-99	0								
201604030035	4	6	Jawzjan	Chahi	1	1	1	0		0	1	0	6	3	23	Afghan Police	Patrol	4	Taliban	0	0	-99	0	0		6	16	0	1	3	-99	1	1	0		-99		0	7	-99
201604030036	113	10	Tripoli	Tripoli	1	1	1	0		0	1	0	6	10		Unknown	Journalist: Mohammed Mhaisen	113	Tripoli Revolutionaries Battalion	0	0	-99	0	1	8	12		0	0			1	1	0		1		0	2	1
201604030037	113	10	Sirte	Sirte	1	1	1	0		0	1	0	7	14	68	Not Applicable	Farm of Civilian: Ahmad Ibrahim al-Qahsi al-Qadhdhafi	113	Tripoli Province of the Islamic State	0	0	-99	0	1	5	13		0	1	3	-99	0								
201604030038	113	10	Sirte	Nawfaliyah	1	1	1	0		0	1	0	7	14	67	Not Applicable	Civilian	113	Tripoli Province of the Islamic State	0	0	-99	0	0		13		0	1	3	-99	0								
201604030039	182	11	Banaadir	Mogadishu	1	1	1	0		1	1	0	3	2	17	Government of Somalia	Villa Somalia	182	Al-Shabaab	0	0	-99	0	1	8	6	11	0	-9			0								
201604030040	182	11	Banaadir	Mogadishu	1	1	1	0		1	1	0	3	2	17	Government of Somalia	Villa Somalia	182	Al-Shabaab	0	0	-99	0	1	8	6	11	0	-9			0								
201604030041	182	11	Banaadir	Mogadishu	1	1	1	0		1	1	0	3	2	17	Government of Somalia	Villa Somalia	182	Al-Shabaab	0	0	-99	0	1	8	6	11	0	-9			0								
201604030043	228	10	Marib	Marib	1	1	1	0		0	1	0	3	1	6	Marib General Hospital	Hospital	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		6	11	0	1	3	-99	0								
201604030047	92	6	Chhattisgarh	Kunatubba	1	1	1	0		0	1	0	3	3	25	Central Reserve Police Force (CRPF)	Officer: Ravindra	92	Maoists	0	0	-99	0	0		6	16	0	0			0								
201604030051	155	10	West Bank	Tapuah	1	1	0	1	1	0	0	0	2	4	34	Israel Defense Forces (IDF)	Soldier	97	Palestinian Extremists	0	0	1	1	0		9	23	0	0			0								
201604030052	45	3	Norte de Santander	El Tarra	1	1	1	0		0	1	0	2	3	25	National Police of Colombia	Officer: Javier Vanegas	45	National Liberation Army of Colombia (ELN)	0	0	1	0	0		5	4	0	0			0								
201604030055	160	5	Sorsogon	Buhatan	1	1	1	0		0	1	0	5	2	15	Government of Sorsogon	Former Mayor: Leovic Dioneda	160	New People's Army (NPA)	0	0	20	0	1	10	5	2	0	0			1	2	0	1			0	2	2
201604030058	4	6	Balkh	Dawlatabad district	1	1	1	0		0	1	0	2	3	23	Afghan Police	Convoy	4	Taliban	0	0	-99	0	0		5	5	0	0			0								
201604030061	195	11	South Kordofan	Kadugli	1	1	1	0		1	1	0	3	14	75	Unknown	Nomadic Settlement	195	Sudan People's Liberation Movement - North	0	0	-99	0	1	8	6	11	0	1	3	-99	0								
201604030062	195	11	South Kordofan	Kadugli	1	1	1	0		1	1	0	3	14	75	Eastern Kadugli Area	Area	195	Sudan People's Liberation Movement - North	0	0	-99	0	1	8	6	11	0	1	3	-99	0								
201604040001	95	10	Basra	Basra	1	1	1	0		0	1	1	3	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	8	6	15	0	1	3	-99	0								
201604040002	95	10	Baghdad	Baghdad	1	1	0	1	1	0	1	0	3	4	29	Iraqi Army	Patrol	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	16	0	-9			0								
201604040006	95	10	Dhi Qar	Chibayish district	1	1	1	0		0	1	1	3	1	2	Unknown	Restaurant	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	4	6	13	0	1	3	-99	0								
201604040009	147	11	Adamawa	Izige	1	1	1	0		0	1	0	2	14	75	Izige Town	Town	147	Boko Haram	0	0	-99	0	0		5	5	0	0			0								
201604040013	113	10	Jufra	Waddan	1	1	1	0		0	1	0	2	13		Al-Ruwagha Gate	Gate	113	Fezzan Province of the Islamic State	0	0	-99	0	0		6	11	0	1	4	-99	0								
201604040019	95	10	Baghdad	Baghdad	1	1	1	0		0	1	1	3	4	36	Iraqi Armed Forces	Checkpoint	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	4	6	13	0	-9			0								
201604040020	95	10	Al Anbar	Karma	1	1	0	1	1	0	1	1	3	4	34	Iraqi Armed Forces	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15		-9			0								
201604040023	95	10	Saladin	Mushahidah	1	1	1	0		0	1	1	3	17	94	Iraqi Volunteer Forces	Convoy	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	4	6	15	0	1	3	-99	0								
201604040024	95	10	Al Anbar	Al-Baghdadi	1	1	1	0		0	1	1	3	2	15	Government of al-Baghdadi	District Council Head: Mallullah al-Obeidi	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	15		-9			0								
201604040025	95	10	Saladin	Unknown	1	1	1	0		1	1	0	9	17	94	Unknown	Members	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	0			0								
201604040026	95	10	Saladin	Unknown	1	1	1	0		1	1	0	9	17	94	Unknown	Members	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	0			0								
201604040027	95	10	Kirkuk	Taza Khurmatu	1	1	1	0		0	1	0	3	14	75	Taza Subdistrict	Subdistrict	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	11	0	-9			0								
201604040028	95	10	Al Anbar	Abu Ghraib	1	1	0	1	1	0	0	1	3	4	34	Iraqi Armed Forces	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15		0			0								
201604040029	95	10	Kirkuk	Hawijah district	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	0			1	30	0		-99		0	7	-99
201604040031	4	6	Kabul	Kabul	1	1	1	0		0	0	1	3	20		Unknown	Unknown		Taliban	0	0	1	1	0		6	13	0	0			0								
201604040041	209	10	Mardin	Nusaybin	1	1	0	1	1	0	1	0	3	4	34	Turkish Armed Forces (TSK)	Soldiers	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	11	0	0			0								
201604040042	209	10	Mardin	Nusaybin	1	1	0	1	1	0	1	0	2	4	34	Turkish Armed Forces (TSK)	Soldier	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		5	4	0	0			0								
201604040043	209	10	Mardin	Nusaybin district	1	1	1	0		0	1	0	9	17	94	Turkish Village Guards	Member: Adnan Durak	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		13		0	0			0								
201604040046	92	6	Assam	Dudhnoi	1	1	1	0		0	1	0	3	22	110	Bharatiya Janata Party (BJP)	Temporary Election Office	92	United Liberation Front of Assam (ULFA)	1	0	-99	0	0		6	15	0	-9			0								
201604040047	92	6	Chhattisgarh	Maoulimor	1	1	1	0		0	1	0	3	3	25	Indian Police Service (IPS)	Officer: Preetam Singh	92	Maoists	0	0	-99	0	1	5	6	8	0	0			0								
201604040050	92	6	Manipur	Imphal	1	1	1	0		0	1	0	3	2	18	Indian Geology of Mining of Industry Department	Residence of Former Drill Operator: Thounaojam Bishambor Singh	92	People's Revolutionary Party of Kangleipak (PREPAK)	0	0	-99	0	1	4	6	7	0	1	3	-99	0								
201604040056	4	6	Herat	Gaosiah	1	1	1	0		0	1	0	3	1	12	Unknown	Vehicle of Project Security Chief: Abdul Qadeer	4	Taliban	0	0	-99	0	1	7	6	8	0	1	3	-99	0								
201604040057	160	5	Lanao del Sur	Butig	1	1	1	0		0	1	0	6	1	5	Unknown	"Sawmill Workers: Salvador Hanobas, Makol Hanobas, Julieto Janobas"	160	Maute Group	0	0	-99	0	1	10	5	5	0	0			1	6	0		8		0	6	4
201604040059	200	10	Deir ez-Zor	Jafrah	1	1	1	0		0	1	1	3	20		Unknown	Unknown		Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15		-9			0								
201604040081	92	6	Chhattisgarh	Kudur	1	1	1	0		1	1	0	6	14	113	Not Applicable	Suspected Informants	92	Maoists	0	0	-99	0	0		13		0	0			1	3	0		1		0	6	2
201604040082	195	11	South Kordofan	Kadugli	1	1	1	0		0	1	0	3	14	75	Kadugli Area	Area	195	Sudan People's Liberation Movement - North	0	0	-99	0	1	8	6	11	0	0			0								
201604040084	200	10	Deir ez-Zor	Deir ez-Zor	1	1	1	0		1	1	0	3	14	75	Deir ez-Zor City	City	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	-9			0								
201604040085	200	10	Deir ez-Zor	Deir ez-Zor	1	1	1	0		1	1	0	3	14	75	Deir ez-Zor City	City	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	-9			0								
201604040096	113	10	Sirte	Unknown	1	1	1	0		0	1	0	6	14	68	Not Applicable	Civilian: Al-Mahdi al-Tarshani al-Qadhdhafi	113	Tripoli Province of the Islamic State	0	0	-99	0	0		13		0	0			1	1	0		14		0	4	0
201604040097	92	6	Madhya Pradesh	Navhi	1	1	1	0		0	1	0	6	2	15	Government of Nahvi	Village Leader: Kunwar Singh Dhruve	92	Maoists	0	0	30	0	0		5	5	0	0			1	1	0	-99			0	2	1
201604050006	205	5	Narathiwat	Tanyong Mat	1	1	0	1	1	0	1	0	3	4	29	Thahan Phran	Patrol	205	Separatists	0	0	-99	0	0		6	12	0	1	4	-99	0								
201604050007	205	5	Narathiwat	Rueso	1	1	1	0		0	1	0	2	2	15	Government of Moo Seven	Assistant Village Head: Rosadan Usae-dolor	205	Separatists	0	0	-99	0	0		5	2	0	1	3	-99	0								
201604050012	146	11	Diffa	Bosso	1	1	1	0		0	1	1	3	19	99	Unknown	Bus	146	Boko Haram	0	0	2	0	0		6	13	0	0			0								
201604050013	4	6	Parwan	Sia Gird	1	1	1	0		0	1	1	3	3	22	Afghan Police	Headquarters	4	Taliban	0	0	1	0	0		6	15	0	1	3	-99	0								
201604050014	147	11	Rivers	Ngo	1	1	1	0		0	1	0	2	3	22	Nigeria Police Force (NPF)	Police Station	147	Movement for the Emancipation of the Niger Delta (MEND)	1	0	-99	0	0		5	5	0	1	4	-99	0								
201604050015	153	6	Balochistan	Mithri	1	1	1	0		0	1	0	3	19	100	Pakistan Railways	Jaffar Express Train	153	United Baloch Army (UBA)	0	0	-99	0	1	2	6	12	0	1	3	-99	0								
201604050020	4	6	Paktika	Khorkachai	1	1	1	0		0	1	0	9	3	24	Afghan Police	Checkpoint	4	Taliban	0	0	-99	0	1	10	13		4	-9			0								
201604050021	182	11	Banaadir	Mogadishu	1	1	1	0		0	0	0	1	2	15	Parliament of the Republic of Somalia	Vehicle of Member of Parliament: Mohamed Ali Deheye	182	Al-Shabaab	0	0	-99	0	1	8	5	2	0	1	3	-99	0								
201604050025	182	11	Galguduud	Ula Jarad	1	1	0	1	1	0	0	0	9	4	29	African Union Mission in Somalia (AMISOM)	Ethiopian Convoy	422	Al-Shabaab	0	0	-99	0	1	8	13		0	0			0								
201604050026	182	11	Banaadir	Mogadishu	1	1	0	1	1	0	0	0	1	4	34	Somali National Army (SNA)	House of Commander: Abdullahi Mo'alim Nur	182	Al-Shabaab	0	0	-99	0	0		5	5	0	0			0								
201604050030	200	10	Rif Dimashq	Dumayr	1	1	0	1	1	0	1	1	3	4	34	Syrian Armed Forces (SAF)	Soldiers	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	4	6	15		1	4	-99	0								
201604050031	200	10	Rif Dimashq	Duma district	1	1	1	0		0	0	0	9	4	34	Syrian Armed Forces (SAF)	Soldiers	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	4	13			0			0								
201604050032	209	10	Sirnak	Silopi	1	1	1	0		0	1	0	3	3	23	Turkish National Police (EGM)	Vehicle	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	11	0	1	3	-99	0								
201604050033	209	10	Gaziantep	Unknown	1	1	0	1	1	0	1	0	3	4	27	Turkish Armed Forces (TSK)	Post	209	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	-9			0								
201604050034	4	6	Baghlan	Shahabuddin	1	1	1	0		0	1	0	2	3	22	Afghan Police	Checkposts	4	Taliban	0	0	-99	0	1	8	5	5	13	0			0								
201604050036	173	10	Riyadh	Dawadimi	1	1	1	0		0	1	0	1	3	25	Saudi Arabia Police Force	Criminal Investigation Department Head: Colonel Kitab Majid al-Hammadi	173	Najd Province of the Islamic State	0	0	3	1	1	7	5	4	0	0			0								
201604050037	92	6	Meghalaya	East Garo Hills district	1	1	1	0		0	1	0	6	14	68	Not Applicable	Civilian: Prafulla Roy	92	Liberation of Achik Elite Force (LAEF)	1	0	-99	0	0		13		0	0			1	1	0		-99		0	7	-99
201604050039	200	10	Aleppo	Kafr Hamra	1	1	0	1	1	0	1	0	6	4	34	Syrian Armed Forces (SAF)	Pilot: Khaled Said	200	Ahrar al-Sham	0	0	-99	0	1	7	5	2	0	1	4	-99	1	1	0		-99		0	7	-99
201604050040	92	6	Chhattisgarh	Kadgaon	1	1	1	0		0	1	0	6	14	68	Not Applicable	Civilian: Lalit Dugga	92	Maoists	0	0	-99	0	0		9	21	0	0			1	1	0	-99			0	4	0
201604050043	92	6	Chhattisgarh	Kudur	1	1	1	0		1	1	0	6	14	113	Not Applicable	Suspected Informants	92	Maoists	0	0	-99	0	0		9	27	0	0			1	2	0	-99			0	6	1
201604050047	209	10	Van	Ipekyolu district	1	1	1	0		1	1	0	3	3	23	Turkish National Police (EGM)	Vehicles	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201604050048	209	10	Van	Ipekyolu district	1	1	1	0		1	1	0	3	3	23	Turkish National Police (EGM)	Vehicles	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201604050049	209	10	Van	Ipekyolu district	1	1	1	0		1	1	0	3	3	23	Turkish National Police (EGM)	Vehicles	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201604050050	209	10	Van	Ercis district	1	1	1	0		0	1	0	7	14	73	Not Applicable	Vehicles	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		8	18	0	1	3	-99	0								
201604050051	209	10	Gaziantep	Gaziantep	1	1	1	0		0	0	1	3	20		Unknown	Unknown	209	Islamic State of Iraq and the Levant (ISIL)	0	0	2	2	0		6	13	0	0			0								
201604050081	95	10	Nineveh	Mosul	1	1	1	0		0	1	0	6	14	113	Not Applicable	Suspected Informants	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		8	18	0	0			1	3	0	1			0	4	0
201604050082	200	10	Aleppo	Aleppo	1	1	1	0		0	1	0	3	14	71	Not Applicable	Kurdish Neighborhood	200	Ahrar al-Sham	0	0	-99	0	0		6	11	0	-9			0								
201604060007	95	10	Al Anbar	Fallujah	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		9	22	0	0			1	-99	0	-99			0	7	-99
201604060011	182	11	Unknown	Burdhuhunle	1	1	1	0		0	1	0	6	14	77	Unknown	Doctor: Mad Hassan Duban	182	Al-Shabaab	0	0	-99	0	0		9	23	0	0			1	1	0	-99			0	4	0
201604060012	113	10	Sirte	Unknown	1	1	1	0		1	0	0	9	4	34	Armed Forces of Libya	Residences of Former Soldiers	113	Tripoli Province of the Islamic State	0	0	-99	0	0		13		0	0			0								
201604060013	113	10	Sirte	Abu Hadi	1	1	1	0		1	1	0	6	4	34	Armed Forces of Libya	Former Colonel: Fathi Abukanisha al-Qadhdhaf	113	Tripoli Province of the Islamic State	0	0	-99	0	0		5	5	0	1	3	-99	1	1	0		12		0	4	0
201604060018	209	10	Diyarbakir	Bismil district	1	1	0	1	1	0	1	0	2	4	34	Turkish Armed Forces (TSK)	Soldier	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		5	4	0	0			0								
201604060021	4	6	Kandahar	Kandahar	1	1	1	0		0	1	1	3	4	34	Afghan National Security Force (ANSF)	Forces	4	Taliban	0	0	1	0	0		6	13	0	0			0								
201604060023	228	10	Taizz	Taizz	1	1	1	0		0	0	0	9	14	75	Al Zunuj Area	Area	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		13		0	0			0								
201604060024	228	10	Taizz	Azraf	1	1	1	0		0	0	0	9	14	75	Azraf Area	Area	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		13		0	0			0								
201604060025	228	10	Taizz	Anin	1	1	1	0		0	0	0	9	14	75	Al 'Anin Area	Area	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		13		0	0			0								
201604060027	19	6	Dhaka	Dhaka	1	1	1	0		0	1	0	2	10	56	Unknown	Blogger: Nazimuddin Samad	19	Al-Qaida in the Indian Subcontinent	1	0	3	0	1	4	5	5	0	0			0								
201604060028	60	10	North Sinai	Arish	1	1	1	0		0	1	0	3	2	20	North Sinai Security Directorate	Vehicle of Assistant Security Director: Yasser Hafez	60	Sinai Province of the Islamic State	0	0	-99	0	1	7	6	12	0	1	3	-99	0								
201604060030	92	6	Andhra Pradesh	Munchingput	1	1	1	0		0	1	0	3	3	23	Central Reserve Police Force (CRPF)	Patrol	92	Communist Party of India - Maoist (CPI-Maoist)	0	0	-99	0	0		6	8	0	0			0								
201604060031	92	6	Jharkhand	Belargara	1	1	1	0		0	0	0	3	8	49	Upgraded Middle School	Middle School	92	Maoists	0	0	-99	0	0		6	17	0	0			0								
201604060032	160	5	Davao del Sur	Asinan	1	1	0	1	1	0	1	0	6	4	39	Citizens Armed Forces Geographical Unit (CAFGU)	Member: Bernabe Sarona Ambat	160	New People's Army (NPA)	0	0	30	0	0		5	5	0	0			1	1	0	1			0	4	0
201604060033	4	6	Kabul	Surobi district	1	1	1	0		0	1	0	2	4	27	Afghan National Army (ANA)	Outpost	4	Taliban	0	0	-99	0	0		5	5	0	0			0								
201604060035	160	5	Maguindanao	Tee	1	1	1	0		0	0	0	2	2	15	Government of Maguindanao	Governor: Esmael Mangudadatu	160	Bangsamoro Islamic Freedom Movement (BIFM)	0	0	-99	0	0		5	4	0	0			0								
201604060036	4	6	Nangarhar	Kot district	1	1	1	0		0	0	0	9	3	24	Afghan Police	Checkpoints	4	Khorasan Chapter of the Islamic State	0	0	-99	0	0		13		15	0			0								
201604060037	4	6	Wardak	Hazrat	1	1	1	0		0	1	0	2	4	27	Afghan National Security Force (ANSF)	Outposts	4	Taliban	0	0	-99	0	1	8	5	5	1	0			0								
201604060039	4	6	Jawzjan	Unknown	1	1	1	0		0	1	0	6	8	48	Unknown	Teacher	4	Taliban	0	0	-99	0	0		13		0	0			1	1	0		-99		0	7	-99
201604060040	160	5	Abra	Domenglay	1	1	1	0		0	1	0	1	14	84	National Unity Party	Municipal Council Candidate: Crispin Maguelang	160	New People's Army (NPA)	0	0	-99	0	1	5	5	5	0	0			1	1	0	1			0	4	0
201604060041	92	6	Chhattisgarh	Kanker district	1	1	1	0		0	0	0	3	20		Unknown	Unknown	92	Maoists	0	0	-99	0	0		6	31	0	0			0								
201604060049	160	5	Occidental Mindoro	Poypoy	1	1	1	0		0	1	0	7	1	12	Algemar Construction	Construction Equipment	160	New People's Army (NPA)	0	0	10	0	0		8	18	0	1	3	-99	0								
201604060057	92	6	Odisha	Jalaput	1	1	1	0		0	1	0	9	14	77	Not Applicable	Trader: Jayaram Pangi	92	Communist Party of India - Maoist (CPI-Maoist)	0	0	4	0	1	5	13		0	0			0								
201604070005	182	11	Banaadir	Mogadishu	1	1	1	0		1	1	0	3	14	75	Hamar Jab-Jab District	District	182	Al-Shabaab	0	0	-99	-99	0		6	11	0	-9			0								
201604070006	182	11	Banaadir	Mogadishu	1	1	1	0		1	1	0	3	14	75	Waberi District	District	182	Al-Shabaab	0	0	-99	-99	0		6	11	0	-9			0								
201604070008	95	10	Baghdad	Baghdad	1	1	1	0		0	1	0	3	17	94	Iraqi Volunteer Forces	Vehicle	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	16	0	1	3	-99	0								
201604070015	95	10	Kirkuk	Bashir	1	1	1	0		0	1	1	3	14	75	Tall Ahmad Area	Area	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15	10	0			0								
201604070023	209	10	Kilis	Kilis	1	1	1	0		1	1	0	3	14	65	Unknown	Refugee Center	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	1	3	-99	0								
201604070024	209	10	Kilis	Kilis	1	1	1	0		1	1	0	3	14	75	Kilis Town	Town	209	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	1	4	-99	0								
201604070029	4	6	Kunduz	Aq Tapa	1	1	1	0		0	1	0	2	3	22	Afghan Police	Post	4	Taliban	0	0	4	0	0		5	5	2	0			0								
201604070033	60	10	North Sinai	Rafah	1	1	0	1	1	1	1	0	3	4	35	Egyptian Armed Forces	Vehicle	60	Sinai Province of the Islamic State	0	0	-99	0	1	7	6	12	0	1	3	-99	0								
201604070034	60	10	North Sinai	Al-Kharouba	1	1	0	1	1	1	1	0	3	4	35	Egyptian Armed Forces	Vehicle	60	Sinai Province of the Islamic State	0	0	-99	0	1	7	6	12	0	1	3	-99	0								
201604070035	214	9	Donetsk	Snizhne	1	1	1	0		0	1	0	3	7	47	Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM)	Vehicle	422	Donetsk People's Republic	0	0	-99	0	0		6	16	0	1	3	-99	0								
201604070036	214	9	Luhansk	Unknown	1	1	1	0		0	0	0	2	7	47	Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM)	Patrol	422	Luhansk People's Republic	0	0	-99	0	0		5	5	0	0			0								
201604070037	205	5	Yala	Phron	1	1	1	0		0	1	0	2	14	76	Not Applicable	House	205	Separatists	0	0	-99	0	0		5	2	0	1	3	-99	0								
201604070038	4	6	Kunar	Karborai	1	1	1	0		0	1	0	3	3	22	Afghan Police	Headquarters	4	Taliban	0	0	-99	0	0		6	11	0	1	3	-99	0								
201604070039	147	11	Yobe	Gurum	1	1	1	0		1	1	0	2	14	75	Gurum Village	Village	147	Boko Haram	0	0	-99	0	0		5	5	0	1	3	-99	0								
201604070040	147	11	Yobe	Dokshi	1	1	1	0		1	1	0	2	14	75	Dokshi Village	Village	147	Boko Haram	0	0	-99	0	0		5	5	0	1	3	-99	0								
201604070044	200	10	Rif Dimashq	Dumayr	1	1	1	0		0	1	0	6	1	5	Al-Badiyeh Cement Company	Cement Factory Employees	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	13		0	-9			1	170	0		-99		0	6	140
201604070048	182	11	Hiiraan	Unknown	1	1	0	1	1	0	1	0	3	4	29	African Union Mission in Somalia (AMISOM)	Joint Convoy	422	Al-Shabaab	0	0	-99	0	1	10	6	8		-9			0								
201604070049	92	6	Jharkhand	Giridih district	1	1	1	0		0	1	0	3	3	25	Indian Police Service (IPS)	Officers	92	Communist Party of India - Maoist (CPI-Maoist)	0	0	-99	0	0		6	8	0	0			0								
201604070050	200	10	Aleppo	Aleppo	1	1	1	0		0	1	0	3	14	75	Sheikh Maqsood Neighborhood	Neighborhood	200	Jaysh al-Islam (Syria)	0	0	-99	0	1	8	2	30	0	-9			0								
201604070054	92	6	Andhra Pradesh	Chittoor	1	1	1	0		0	1	0	3	2	14	Government of Chittoor	District Court Building	92	Base Movement	0	0	4	4	1	5	6	14	0	1	3	-99	0								
201604080001	147	11	Borno	Maiduguri	1	1	1	0		1	1	1	3	20		Unknown	Unknown	147	Boko Haram	0	0	4	0	0		6	13	0	0			0								
201604080002	147	11	Borno	Maiduguri	1	1	1	0		1	1	1	3	20		Unknown	Unknown	147	Boko Haram	0	0	-99	0	0		6	13	0	0			0								
201604080017	4	6	Farah	Farah Rud	1	1	1	0		0	1	0	9	3	24	Afghan Police	Checkpoints	4	Taliban	0	0	-99	0	0		13		6	0			0								
201604080018	4	6	Herat	Rubat Pai	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	4	Taliban	0	0	-99	0	0		5	5	0	0			1	17	0	4			0	5	17
